County & State,County,State,latitude,longitude
Harrison CountyIN,Harrison County,IN,38.1701136,-86.1751759
Harrison CountyKY,Harrison County,KY,38.4333045,-84.3542049
Harrison CountyMO,Harrison County,MO,40.3219529,-93.9878427
Harrison CountyMS,Harrison County,MS,30.432087,-89.0179332
Harrison CountyOH,Harrison County,OH,40.3340479,-81.1196075
Harrison CountyTX,Harrison County,TX,32.5539228,-94.315422
Harrison CountyWV,Harrison County,WV,39.3348126,-80.365865
Harrisonburg cityVA,Harrisonburg city,VA,38.4460017,-78.8697826
Hart CountyGA,Hart County,GA,34.3500039,-82.9501558
Hart CountyKY,Hart County,KY,37.3101304,-85.8486236
Hartford CountyCT,Hartford County,CT,41.7924343,-72.8042797
Hartley CountyTX,Hartley County,TX,35.8647957,-102.5298028
Harvey CountyKS,Harvey County,KS,38.0025215,-97.3516558
Haskell CountyKS,Haskell County,KS,37.5588285,-100.8903099
Haskell CountyOK,Haskell County,OK,35.2393825,-95.1015225
Haskell CountyTX,Haskell County,TX,33.1403423,-99.8124935
Hatillo MunicipioPR,Hatillo Municipio,PR,18.4873934,-66.8252458
Hawaii CountyHI,Hawaii County,HI,19.5429151,-155.6658568
Hawkins CountyTN,Hawkins County,TN,36.4445545,-82.9501558
Hayes CountyNE,Hayes County,NE,40.5070797,-101.0711758
Hays CountyTX,Hays County,TX,30.0537607,-98.0028892
Haywood CountyNC,Haywood County,NC,35.624394,-82.9931607
Haywood CountyTN,Haywood County,TN,35.6513888,-89.3226954
Heard CountyGA,Heard County,GA,33.2990406,-85.1479364
Hemphill CountyTX,Hemphill County,TX,35.9022267,-100.3497895
Hempstead CountyAR,Hempstead County,AR,33.6530112,-93.6623239
Henderson CountyIL,Henderson County,IL,40.8335548,-90.9438468
Henderson CountyKY,Henderson County,KY,37.7415161,-87.5791287
Henderson CountyNC,Henderson County,NC,35.3725873,-82.4319405
Henderson CountyTN,Henderson County,TN,35.6427245,-88.4016041
Henderson CountyTX,Henderson County,TX,32.1321367,-95.8142885
Hendricks CountyIN,Hendricks County,IN,39.8064942,-86.5400674
Hendry CountyFL,Hendry County,FL,26.6105319,-81.0754657
Hennepin CountyMN,Hennepin County,MN,45.0208911,-93.5094574
Henrico CountyVA,Henrico County,VA,37.5059332,-77.3324425
Henry CountyAL,Henry County,AL,31.4469377,-85.1894045
Henry CountyGA,Henry County,GA,33.4347963,-84.1435136
Henry CountyIA,Henry County,IA,41.0283603,-91.5983959
Henry CountyIL,Henry County,IL,41.361088,-90.0746767
Henry CountyIN,Henry County,IN,39.9704844,-85.354965
Henry CountyKY,Henry County,KY,38.4268385,-85.1479364
Henry CountyMO,Henry County,MO,38.3386592,-93.8248241
Henry CountyOH,Henry County,OH,41.3659897,-84.0167423
Henry CountyTN,Henry County,TN,36.3369938,-88.2461183
Henry CountyVA,Henry County,VA,36.6588867,-79.9640339
Herkimer CountyNY,Herkimer County,NY,43.1630587,-74.8741045
Hernando CountyFL,Hernando County,FL,28.5578826,-82.4752757
Hertford CountyNC,Hertford County,NC,36.3761772,-77.0564464
Hettinger CountyND,Hettinger County,ND,46.3771987,-102.4557007
Hickman CountyKY,Hickman County,KY,36.6482184,-88.9796776
Hickman CountyTN,Hickman County,TN,35.8012797,-87.460397
Hickory CountyMO,Hickory County,MO,37.9747242,-93.2986106
Hidalgo CountyNM,Hidalgo County,NM,31.93552,-108.7125791
Hidalgo CountyTX,Hidalgo County,TX,26.4656319,-98.2212979
Highland CountyOH,Highland County,OH,39.2228606,-83.5070203
Highland CountyVA,Highland County,VA,38.3999743,-79.6052884
Highlands CountyFL,Highlands County,FL,27.3688418,-81.2518833
Hill CountyMT,Hill County,MT,48.7488096,-110.0350874
Hill CountyTX,Hill County,TX,32.0621768,-97.179026
Hillsborough CountyFL,Hillsborough County,FL,27.9903597,-82.3017728
Hillsborough CountyNH,Hillsborough County,NH,42.8334794,-71.6673352
Hillsdale CountyMI,Hillsdale County,MI,41.8685961,-84.5222189
Hinds CountyMS,Hinds County,MS,32.2648353,-90.3748354
Hinsdale CountyCO,Hinsdale County,CO,37.9316309,-107.3848831
Hitchcock CountyNE,Hitchcock County,NE,40.1844599,-101.0711758
Hocking CountyOH,Hocking County,OH,39.4909358,-82.4752757
Hockley CountyTX,Hockley County,TX,33.6212592,-102.3463875
Hodgeman CountyKS,Hodgeman County,KS,38.1429747,-99.9912254
Hoke CountyNC,Hoke County,NC,35.0432488,-79.2451149
Holmes CountyFL,Holmes County,FL,30.8740806,-85.80766
Holmes CountyMS,Holmes County,MS,33.168866,-90.0746767
Holmes CountyOH,Holmes County,OH,40.5540928,-81.909826
Holt CountyMO,Holt County,MO,40.0704458,-95.1849219
Holt CountyNE,Holt County,NE,42.3803308,-98.6600586
Honolulu CountyHI,Honolulu County,HI,21.400298,-158.0477509
Hood CountyTX,Hood County,TX,32.4296296,-97.8286368
Hood River CountyOR,Hood River County,OR,45.5605475,-121.6378798
Hooker CountyNE,Hooker County,NE,41.9368476,-101.0711758
Hoonah-Angoon Census AreaAK,Hoonah-Angoon Census Area,AK,58.3176505,-136.0390896
Hopewell cityVA,Hopewell city,VA,37.3043154,-77.2872001
Hopkins CountyKY,Hopkins County,KY,37.3153093,-87.5791287
Hopkins CountyTX,Hopkins County,TX,33.2282942,-95.4777811
Hormigueros MunicipioPR,Hormigueros Municipio,PR,18.1406556,-67.1228367
Horry CountySC,Horry County,SC,33.9196567,-78.9288242
Hot Spring CountyAR,Hot Spring County,AR,34.3393795,-92.9775558
Hot Springs CountyWY,Hot Springs County,WY,43.658734,-108.326784
Houghton CountyMI,Houghton County,MI,47.0499507,-88.6148185
Houston CountyAL,Houston County,AL,31.1318686,-85.3136218
Houston CountyGA,Houston County,GA,32.4219655,-83.634843
Houston CountyMN,Houston County,MN,43.7051652,-91.443469
Houston CountyTN,Houston County,TN,36.283619,-87.658113
Houston CountyTX,Houston County,TX,31.2377559,-95.4777811
Howard CountyAR,Howard County,AR,34.1318213,-94.028678
Howard CountyIA,Howard County,IA,43.3819496,-92.3813621
Howard CountyIN,Howard County,IN,40.4482767,-86.1344697
Howard CountyMD,Howard County,MD,39.2873463,-76.964306
Howard CountyMO,Howard County,MO,39.2064126,-92.6983868
Howard CountyNE,Howard County,NE,41.2020435,-98.5721016
Howard CountyTX,Howard County,TX,32.2875944,-101.4339148
Howell CountyMO,Howell County,MO,36.8527979,-91.9099238
Hubbard CountyMN,Hubbard County,MN,47.1860527,-94.9411423
Hudson CountyNJ,Hudson County,NJ,40.7453199,-74.0535126
Hudspeth CountyTX,Hudspeth County,TX,31.5707433,-105.5943388
Huerfano CountyCO,Huerfano County,CO,37.6125984,-104.9388853
Hughes CountyOK,Hughes County,OK,35.1380279,-96.3226072
Hughes CountySD,Hughes County,SD,44.3535022,-99.8124935
Humacao MunicipioPR,Humacao Municipio,PR,18.1551337,-65.8203943
Humboldt CountyCA,Humboldt County,CA,40.7450055,-123.8695086
Humboldt CountyIA,Humboldt County,IA,42.7482597,-94.19234
Humboldt CountyNV,Humboldt County,NV,41.5931459,-118.5500954
Humphreys CountyMS,Humphreys County,MS,33.1677834,-90.5257823
Humphreys CountyTN,Humphreys County,TN,36.0245773,-87.7369607
Hunt CountyTX,Hunt County,TX,33.1967938,-96.1526985
Hunterdon CountyNJ,Hunterdon County,NJ,40.5669515,-74.9208772
Huntingdon CountyPA,Huntingdon County,PA,40.4155273,-78.0195387
Huntington CountyIN,Huntington County,IN,40.7911217,-85.520024
Huron CountyMI,Huron County,MI,43.9466791,-82.820974
Huron CountyOH,Huron County,OH,41.1266687,-82.6483442
Hutchinson CountySD,Hutchinson County,SD,43.3017202,-97.6982272
Hutchinson CountyTX,Hutchinson County,TX,35.8031909,-101.4339148
Hyde CountyNC,Hyde County,NC,35.3777712,-76.1783739
Hyde CountySD,Hyde County,SD,44.5334083,-99.456155
Iberia ParishLA,Iberia Parish,LA,29.4992629,-91.7538817
Iberville ParishLA,Iberville Parish,LA,30.2899179,-91.4048249
Ida CountyIA,Ida County,IA,42.3418685,-95.4777811
Idaho CountyID,Idaho County,ID,45.9019541,-115.7237432
Imperial CountyCA,Imperial County,CA,33.0113694,-115.4733554
Independence CountyAR,Independence County,AR,35.8174139,-91.5983959
Indian River CountyFL,Indian River County,FL,27.6947732,-80.543845
Indiana CountyPA,Indiana County,PA,40.6850762,-79.1096901
Ingham CountyMI,Ingham County,MI,42.6468943,-84.3542049
Inyo CountyCA,Inyo County,CA,36.3091865,-117.5495846
Ionia CountyMI,Ionia County,MI,42.9892119,-85.023346
Iosco CountyMI,Iosco County,MI,44.340724,-83.0790865
Iowa CountyIA,Iowa County,IA,41.6624604,-92.0665197
Iowa CountyWI,Iowa County,WI,42.9416737,-90.0746767
Iredell CountyNC,Iredell County,NC,35.8310501,-80.8986502
Irion CountyTX,Irion County,TX,31.2557696,-100.8903099
Iron CountyMI,Iron County,MI,46.2758153,-88.4902778
Iron CountyMO,Iron County,MO,37.5515182,-90.6773046
Iron CountyUT,Iron County,UT,37.7854715,-113.1918021
Iron CountyWI,Iron County,WI,46.2855114,-90.2347734
Iroquois CountyIL,Iroquois County,IL,40.7740275,-87.697554
Irwin CountyGA,Irwin County,GA,31.5893221,-83.2934086
Isabela MunicipioPR,Isabela Municipio,PR,18.4561305,-67.0226297
Isabella CountyMI,Isabella County,MI,43.598799,-84.8567932
Isanti CountyMN,Isanti County,MN,45.6301379,-93.2537327
Island CountyWA,Island County,WA,48.19765,-122.579457
Isle of Wight CountyVA,Isle of Wight County,VA,36.9288915,-76.6874701
Issaquena CountyMS,Issaquena County,MS,32.8494351,-91.0203224
Itasca CountyMN,Itasca County,MN,47.5507924,-93.5683651
Itawamba CountyMS,Itawamba County,MS,34.2317882,-88.4016041
Izard CountyAR,Izard County,AR,36.1610924,-91.9099238
Jack CountyTX,Jack County,TX,33.2560382,-98.2212979
Jackson CountyAL,Jackson County,AL,34.7090388,-86.0121573
Jackson CountyAR,Jackson County,AR,35.6479574,-91.135302
Jackson CountyCO,Jackson County,CO,40.6819242,-106.2522143
Jackson CountyFL,Jackson County,FL,30.7150882,-85.1894045
Jackson CountyGA,Jackson County,GA,34.1174511,-83.5496566
Jackson CountyIA,Jackson County,IA,42.1560699,-90.5257823
Jackson CountyIL,Jackson County,IL,37.7218304,-89.3226954
Jackson CountyIN,Jackson County,IN,38.8794321,-86.0529604
Jackson CountyKS,Jackson County,KS,39.4241422,-95.8142885
Jackson CountyKY,Jackson County,KY,37.4023274,-84.0167423
Jackson CountyMI,Jackson County,MI,42.1764362,-84.3542049
Jackson CountyMN,Jackson County,MN,43.598799,-95.1432068
Jackson CountyMO,Jackson County,MO,38.9914998,-94.315422
Jackson CountyMS,Jackson County,MS,30.4278212,-88.556531
Jackson CountyNC,Jackson County,NC,35.3265409,-83.1220074
Jackson CountyOH,Jackson County,OH,39.0060382,-82.6483442
Jackson CountyOK,Jackson County,OK,34.5834576,-99.456155
Jackson CountyOR,Jackson County,OR,42.334535,-122.7646577
Jackson CountySD,Jackson County,SD,43.6648065,-101.5248055
Jackson CountyTN,Jackson County,TN,36.4004931,-85.643487
Jackson CountyTX,Jackson County,TX,28.9340886,-96.5356449
Jackson CountyWI,Jackson County,WI,44.3206549,-90.8294002
Jackson CountyWV,Jackson County,WV,38.8139943,-81.647344
Jackson ParishLA,Jackson Parish,LA,32.2399791,-92.539603
James City CountyVA,James City County,VA,37.3002132,-76.8028933
James CityVA,James City,VA,37.3002132,-76.8028933
Jasper CountyGA,Jasper County,GA,33.3246924,-83.7199136
Jasper CountyIA,Jasper County,IA,41.6414924,-93.0175712
Jasper CountyIL,Jasper County,IL,39.0554965,-88.0900762
Jasper CountyIN,Jasper County,IN,41.0040981,-87.1422895
Jasper CountyMO,Jasper County,MO,37.1745565,-94.356513
Jasper CountyMS,Jasper County,MS,32.0810429,-89.1705998
Jasper CountySC,Jasper County,SC,32.491436,-81.0754657
Jasper CountyTX,Jasper County,TX,30.9263644,-93.9878427
Jay CountyIN,Jay County,IN,40.4465288,-85.023346
Jayuya MunicipioPR,Jayuya Municipio,PR,18.2184715,-66.5950312
Jeff Davis CountyGA,Jeff Davis County,GA,31.8234851,-82.605118
Jeff Davis CountyTX,Jeff Davis County,TX,30.750805,-104.1930918
Jefferson CountyAL,Jefferson County,AL,33.4914122,-86.9824288
Jefferson CountyAR,Jefferson County,AR,34.227351,-91.9099238
Jefferson CountyCO,Jefferson County,CO,39.5800298,-105.2662931
Jefferson CountyFL,Jefferson County,FL,30.4311978,-83.8897057
Jefferson CountyGA,Jefferson County,GA,33.0740753,-82.4319405
Jefferson CountyIA,Jefferson County,IA,41.0236358,-91.9099238
Jefferson CountyID,Jefferson County,ID,43.7640903,-112.2493671
Jefferson CountyIL,Jefferson County,IL,38.2267348,-88.864698
Jefferson CountyIN,Jefferson County,IN,38.7751543,-85.4788065
Jefferson CountyKS,Jefferson County,KS,39.2827652,-95.3102505
Jefferson CountyKY,Jefferson County,KY,38.1938097,-85.643487
Jefferson CountyMO,Jefferson County,MO,38.2310301,-90.5257823
Jefferson CountyMS,Jefferson County,MS,31.7157817,-90.9820668
Jefferson CountyMT,Jefferson County,MT,46.1450553,-112.0752952
Jefferson CountyNE,Jefferson County,NE,40.1680732,-97.179026
Jefferson CountyNY,Jefferson County,NY,44.0607421,-75.9927652
Jefferson CountyOH,Jefferson County,OH,40.3871722,-80.7657804
Jefferson CountyOK,Jefferson County,OK,34.1672949,-97.87216
Jefferson CountyOR,Jefferson County,OR,44.6673324,-121.1785788
Jefferson CountyPA,Jefferson County,PA,41.147013,-78.9288242
Jefferson CountyTN,Jefferson County,TN,36.0417825,-83.4643551
Jefferson CountyTX,Jefferson County,TX,29.8165398,-94.1513764
Jefferson CountyWA,Jefferson County,WA,47.7424541,-123.3040062
Jefferson CountyWI,Jefferson County,WI,43.089927,-88.7108964
Jefferson CountyWV,Jefferson County,WV,39.3389896,-77.8869404
Jefferson Davis CountyMS,Jefferson Davis County,MS,31.5825281,-89.8130356
Jefferson Davis ParishLA,Jefferson Davis Parish,LA,30.2672346,-92.8178291
Jefferson ParishLA,Jefferson Parish,LA,29.6498691,-90.1120696
Jenkins CountyGA,Jenkins County,GA,32.7781246,-81.9971108
Jennings CountyIN,Jennings County,IN,38.9914998,-85.684578
Jerauld CountySD,Jerauld County,SD,44.0364698,-98.6160674
Jerome CountyID,Jerome County,ID,42.712818,-114.3287857
Jersey CountyIL,Jersey County,IL,39.0704754,-90.3748354
Jessamine CountyKY,Jessamine County,KY,37.895573,-84.564147
Jewell CountyKS,Jewell County,KS,39.7720227,-98.2212979
Jim Hogg CountyTX,Jim Hogg County,TX,26.995506,-98.7481167
Jim Wells CountyTX,Jim Wells County,TX,27.7841718,-98.0465185
Jo Daviess CountyIL,Jo Daviess County,IL,42.3148804,-90.2244662
Johnson CountyAR,Johnson County,AR,35.6026275,-93.5003454
Johnson CountyGA,Johnson County,GA,32.7308194,-82.6915429
Johnson CountyIA,Johnson County,IA,41.6698982,-91.5983959
Johnson CountyIL,Johnson County,IL,37.4203764,-88.90306
Johnson CountyIN,Johnson County,IN,39.4637793,-86.1344697
Johnson CountyKS,Johnson County,KS,38.845412,-94.8520636
Johnson CountyKY,Johnson County,KY,37.8048335,-82.8640623
Johnson CountyMO,Johnson County,MO,38.6744747,-93.8248241
Johnson CountyNE,Johnson County,NE,40.3808026,-96.3226072
Johnson CountyTN,Johnson County,TN,36.4585672,-81.8224362
Johnson CountyTX,Johnson County,TX,32.4133566,-97.3516558
Johnson CountyWY,Johnson County,WY,43.9557212,-106.4272801
Johnston CountyNC,Johnston County,NC,35.4403514,-78.3842227
Johnston CountyOK,Johnston County,OK,34.2481072,-96.4929797
Jones CountyGA,Jones County,GA,33.0002582,-83.5070203
Jones CountyIA,Jones County,IA,42.1516737,-91.135302
Jones CountyMS,Jones County,MS,31.5343241,-89.1705998
Jones CountyNC,Jones County,NC,35.0306293,-77.3324425
Jones CountySD,Jones County,SD,43.9715804,-100.7097867
Jones CountyTX,Jones County,TX,32.7833435,-99.8124935
Josephine CountyOR,Josephine County,OR,42.3447572,-123.4568737
Juab CountyUT,Juab County,UT,39.7108104,-112.7152125
Juana Díaz MunicipioPR,Juana Díaz Municipio,PR,18.0527603,-66.5064929
Judith Basin CountyMT,Judith Basin County,MT,47.0609367,-110.2577109
Juncos MunicipioPR,Juncos Municipio,PR,18.22818,-65.9216046
Juneau City and BoroughAK,Juneau City and Borough,AK,58.3004933,-134.4201306
Juneau CountyWI,Juneau County,WI,43.8672979,-90.0746767
Juniata CountyPA,Juniata County,PA,40.5521642,-77.4242972
Kalamazoo CountyMI,Kalamazoo County,MI,42.2278346,-85.520024
Kalawao CountyHI,Kalawao County,HI,21.2273942,-156.9749731
Kalkaska CountyMI,Kalkaska County,MI,44.6674445,-85.023346
Kanabec CountyMN,Kanabec County,MN,45.9329034,-93.2883531
Kanawha CountyWV,Kanawha County,WV,38.2556905,-81.4278984
Kandiyohi CountyMN,Kandiyohi County,MN,45.1144552,-95.0155836
Kane CountyIL,Kane County,IL,41.987884,-88.4016041
Kane CountyUT,Kane County,UT,37.293251,-112.4291464
Kankakee CountyIL,Kankakee County,IL,41.1790977,-87.7763333
Karnes CountyTX,Karnes County,TX,28.9089085,-97.87216
Kauai CountyHI,Kauai County,HI,21.9661076,-159.5737912
Kaufman CountyTX,Kaufman County,TX,32.6494596,-96.3226072
Kay CountyOK,Kay County,OK,36.8234478,-97.179026
Kearney CountyNE,Kearney County,NE,40.5328331,-98.9245343
Kearny CountyKS,Kearny County,KS,38.0281402,-101.2523792
Keith CountyNE,Keith County,NE,41.1815863,-101.5248055
Kemper CountyMS,Kemper County,MS,32.8018452,-88.7108964
Kenai Peninsula BoroughAK,Kenai Peninsula Borough,AK,60.0858486,-151.3822641
Kendall CountyIL,Kendall County,IL,41.5507043,-88.4403883
Kendall CountyTX,Kendall County,TX,29.9603413,-98.7481167
Kenedy CountyTX,Kenedy County,TX,26.8697147,-97.6982272
Kennebec CountyME,Kennebec County,ME,44.4499153,-69.7038278
Kenosha CountyWI,Kenosha County,WI,42.5663156,-87.658113
Kent CountyDE,Kent County,DE,39.1440612,-75.4344727
Kent CountyMD,Kent County,MD,39.2713804,-76.1319953
Kent CountyMI,Kent County,MI,43.0097027,-85.520024
Kent CountyRI,Kent County,RI,41.6579147,-71.7147951
Kent CountyTX,Kent County,TX,33.2438434,-100.7097867
Kenton CountyKY,Kenton County,KY,38.9863872,-84.564147
Keokuk CountyIA,Keokuk County,IA,41.3397063,-92.2236667
Kern CountyCA,Kern County,CA,35.4937274,-118.8596804
Kerr CountyTX,Kerr County,TX,30.0945305,-99.456155
Kershaw CountySC,Kershaw County,SC,34.3671762,-80.5882803
Ketchikan Gateway BoroughAK,Ketchikan Gateway Borough,AK,55.5008653,-131.1495855
Kewaunee CountyWI,Kewaunee County,WI,44.5202599,-87.3810727
Keweenaw CountyMI,Keweenaw County,MI,47.7515686,-88.3249369
Keya Paha CountyNE,Keya Paha County,NE,42.8461857,-99.634135
Kidder CountyND,Kidder County,ND,46.8766313,-99.7506856
Kimball CountyNE,Kimball County,NE,41.1856601,-103.6362715
Kimble CountyTX,Kimble County,TX,30.4338473,-99.8124935
King and Queen CountyVA,King and Queen County,VA,37.7298568,-76.8951551
King CountyTX,King County,TX,33.644342,-100.1703257
King CountyWA,King County,WA,47.5480339,-121.9836029
King George CountyVA,King George County,VA,38.2372863,-77.1485163
King William CountyVA,King William County,VA,37.7372121,-77.1485163
Kingfisher CountyOK,Kingfisher County,OK,35.9181468,-97.87216
Kingman CountyKS,Kingman County,KS,37.6071593,-98.2212979
Kings CountyCA,Kings County,CA,36.0988489,-119.8815203
Kings CountyNY,Kings County,NY,40.6528762,-73.959494
Kingsbury CountySD,Kingsbury County,SD,44.3777311,-97.5247243
Kinney CountyTX,Kinney County,TX,29.2934865,-100.3497895
Kiowa CountyCO,Kiowa County,CO,38.3769671,-102.7135121
Kiowa CountyKS,Kiowa County,KS,37.5285165,-99.2785583
Kiowa CountyOK,Kiowa County,OK,34.9742541,-98.9245343
Kit Carson CountyCO,Kit Carson County,CO,39.3844507,-102.5298028
Kitsap CountyWA,Kitsap County,WA,47.6476607,-122.6412583
Kittitas CountyWA,Kittitas County,WA,47.1749548,-120.9319411
Kittson CountyMN,Kittson County,MN,48.7563083,-96.865445
Klamath CountyOR,Klamath County,OR,42.6952767,-121.6142133
Kleberg CountyTX,Kleberg County,TX,27.4308339,-97.6982272
Klickitat CountyWA,Klickitat County,WA,45.888824,-120.9711029
Knott CountyKY,Knott County,KY,37.3461117,-82.9931607
Knox CountyIL,Knox County,IL,40.8776411,-90.2244662
Knox CountyIN,Knox County,IN,38.6665815,-87.4207518
Knox CountyKY,Knox County,KY,36.9260578,-83.8897057
Knox CountyME,Knox County,ME,43.9969995,-68.9242652
Knox CountyMO,Knox County,MO,40.2058437,-92.2236667
Knox CountyNE,Knox County,NE,42.6712397,-97.87216
Knox CountyOH,Knox County,OH,40.459564,-82.3017728
Knox CountyTN,Knox County,TN,36.0186934,-83.8473015
Knox CountyTX,Knox County,TX,33.6734243,-99.8124935
Kodiak Island BoroughAK,Kodiak Island Borough,AK,57.5369343,-153.2659352
Koochiching CountyMN,Koochiching County,MN,48.1816012,-93.648322
Kootenai CountyID,Kootenai County,ID,47.7020027,-116.8409649
Kosciusko CountyIN,Kosciusko County,IN,41.2864679,-85.8486236
Kossuth CountyIA,Kossuth County,IA,43.2513384,-94.2333355
Kusilvak Census AreaAK,Kusilvak Census Area,AK,62.1458336,-162.8919191
La Crosse CountyWI,La Crosse County,WI,43.8617023,-91.135302
La Paz CountyAZ,La Paz County,AZ,34.0061091,-113.9536466
La Plata CountyCO,La Plata County,CO,37.2125857,-107.763621
La Porte CountyIN,La Porte County,IN,41.4775131,-86.8220341
