County & State,County,State,latitude,longitude,optimal_customer_rate,anticipated_win_rate,target_margin,anticipated_provider_rate
Buena Vista cityVA,Buena Vista city,VA,37.7343004,-79.3539238,950,0.50,0.95,42
Buena Vista CountyIA,Buena Vista County,IA,42.6705452,-95.1432068,950,0.50,0.95,42
Buffalo CountyNE,Buffalo County,NE,40.8410218,-99.1013498,950,0.50,0.95,42
Buffalo CountySD,Buffalo County,SD,44.0976225,-99.2785583,950,0.50,0.95,42
Buffalo CountyWI,Buffalo County,WI,44.3102354,-91.7538817,950,0.50,0.95,42
Bullitt CountyKY,Bullitt County,KY,37.9842107,-85.684578,950,0.50,0.95,42
Bulloch CountyGA,Bulloch County,GA,32.3595678,-81.7787021,950,0.50,0.95,42
Bullock CountyAL,Bullock County,AL,32.0573536,-85.7256372,950,0.50,0.95,42
Buncombe CountyNC,Buncombe County,NC,35.5931377,-82.4752757,950,0.50,0.95,42
Bureau CountyIL,Bureau County,IL,41.3599156,-89.4742177,950,0.50,0.95,42
Burke CountyGA,Burke County,GA,33.088805,-81.9534815,950,0.50,0.95,42
Burke CountyNC,Burke County,NC,35.7616931,-81.734942,950,0.50,0.95,42
Burke CountyND,Burke County,ND,48.7704377,-102.4633691,950,0.50,0.95,42
Burleigh CountyND,Burleigh County,ND,47.0448552,-100.5049676,950,0.50,0.95,42
Burleson CountyTX,Burleson County,TX,30.4500257,-96.663812,950,0.50,0.95,42
Burlington CountyNJ,Burlington County,NJ,39.8558488,-74.6868815,950,0.50,0.95,42
Burnet CountyTX,Burnet County,TX,30.7270349,-98.2212979,950,0.50,0.95,42
Burnett CountyWI,Burnett County,WI,45.8051186,-92.2888131,950,0.50,0.95,42
Burt CountyNE,Burt County,NE,41.8252059,-96.3226072,950,0.50,0.95,42
Butler CountyAL,Butler County,AL,31.6760284,-86.6611083,950,0.50,0.95,42
Butler CountyIA,Butler County,IA,42.7502186,-92.8577105,950,0.50,0.95,42
Butler CountyKS,Butler County,KS,37.7878531,-96.8887202,950,0.50,0.95,42
Butler CountyKY,Butler County,KY,37.2086395,-86.7013894,950,0.50,0.95,42
Butler CountyMO,Butler County,MO,36.6951341,-90.3748354,950,0.50,0.95,42
Butler CountyNE,Butler County,NE,41.1375727,-97.179026,950,0.50,0.95,42
Butler CountyOH,Butler County,OH,39.440463,-84.5222189,950,0.50,0.95,42
Butler CountyPA,Butler County,PA,40.9115243,-79.8296743,950,0.50,0.95,42
Butte CountyCA,Butte County,CA,39.6474406,-121.634452,950,0.50,0.95,42
Butte CountyID,Butte County,ID,43.6448198,-113.1841378,950,0.50,0.95,42
Butte CountySD,Butte County,SD,44.9251992,-103.7008932,950,0.50,0.95,42
Butts CountyGA,Butts County,GA,33.2691443,-83.9532571,950,0.50,0.95,42
Cabarrus CountyNC,Cabarrus County,NC,35.4168123,-80.5882803,950,0.50,0.95,42
Cabell CountyWV,Cabell County,WV,38.4391927,-82.2583297,950,0.50,0.95,42
Cabo Rojo MunicipioPR,Cabo Rojo Municipio,PR,18.0891675,-67.1561379,950,0.50,0.95,42
Cache CountyUT,Cache County,UT,41.7560026,-111.7614661,950,0.50,0.95,42
Caddo CountyOK,Caddo County,OK,35.10556,-98.3088441,950,0.50,0.95,42
Caddo ParishLA,Caddo Parish,LA,32.6136798,-93.8655303,950,0.50,0.95,42
Caguas MunicipioPR,Caguas Municipio,PR,18.2357657,-66.0328548,950,0.50,0.95,42
Calaveras CountyCA,Calaveras County,CA,38.2310851,-120.6199895,950,0.50,0.95,42
Calcasieu ParishLA,Calcasieu Parish,LA,30.2089286,-93.3388917,950,0.50,0.95,42
Caldwell CountyKY,Caldwell County,KY,37.1501019,-87.8942451,950,0.50,0.95,42
Caldwell CountyMO,Caldwell County,MO,39.6660775,-93.9878427,950,0.50,0.95,42
Caldwell CountyNC,Caldwell County,NC,35.9227448,-81.5596427,950,0.50,0.95,42
Caldwell CountyTX,Caldwell County,TX,29.7986218,-97.654811,950,0.50,0.95,42
Caldwell ParishLA,Caldwell Parish,LA,32.0669717,-92.0665197,950,0.50,0.95,42
Caledonia CountyVT,Caledonia County,VT,44.55051,-72.0481907,950,0.50,0.95,42
Calhoun CountyAL,Calhoun County,AL,33.7701576,-85.80766,950,0.50,0.95,42
Calhoun CountyAR,Calhoun County,AR,33.5020885,-92.539603,950,0.50,0.95,42
Calhoun CountyFL,Calhoun County,FL,30.3475302,-85.1894045,950,0.50,0.95,42
Calhoun CountyGA,Calhoun County,GA,31.5621777,-84.6479124,950,0.50,0.95,42
Calhoun CountyIA,Calhoun County,IA,42.3785903,-94.645035,950,0.50,0.95,42
Calhoun CountyIL,Calhoun County,IL,39.1733216,-90.658333,950,0.50,0.95,42
Calhoun CountyMI,Calhoun County,MI,42.2073905,-85.023346,950,0.50,0.95,42
Calhoun CountyMS,Calhoun County,MS,33.8839218,-89.3226954,950,0.50,0.95,42
Calhoun CountySC,Calhoun County,SC,33.6738638,-80.7657804,950,0.50,0.95,42
Calhoun CountyTX,Calhoun County,TX,28.4169365,-96.663812,950,0.50,0.95,42
Calhoun CountyWV,Calhoun County,WV,38.857973,-81.1196075,950,0.50,0.95,42
Callahan CountyTX,Callahan County,TX,32.2728116,-99.456155,950,0.50,0.95,42
Callaway CountyMO,Callaway County,MO,38.8886044,-91.9099238,950,0.50,0.95,42
Calloway CountyKY,Calloway County,KY,36.6402766,-88.285042,950,0.50,0.95,42
Calumet CountyWI,Calumet County,WI,44.1586082,-88.2461183,950,0.50,0.95,42
Calvert CountyMD,Calvert County,MD,38.4949503,-76.5025742,950,0.50,0.95,42
Camas CountyID,Camas County,ID,43.5093688,-114.8243665,950,0.50,0.95,42
Cambria CountyPA,Cambria County,PA,40.4894231,-78.7476208,950,0.50,0.95,42
Camden CountyGA,Camden County,GA,30.898276,-81.6035062,950,0.50,0.95,42
Camden CountyMO,Camden County,MO,38.0322944,-92.6983868,950,0.50,0.95,42
Camden CountyNC,Camden County,NC,36.2600564,-76.0391909,950,0.50,0.95,42
Camden CountyNJ,Camden County,NJ,39.8592439,-75.0143824,950,0.50,0.95,42
Cameron CountyPA,Cameron County,PA,41.4261564,-78.1564432,950,0.50,0.95,42
Cameron CountyTX,Cameron County,TX,26.1284971,-97.5247243,950,0.50,0.95,42
Cameron ParishLA,Cameron Parish,LA,29.8434436,-93.1779659,950,0.50,0.95,42
Camp CountyTX,Camp County,TX,32.9567043,-94.9974461,950,0.50,0.95,42
Campbell CountyKY,Campbell County,KY,38.8951891,-84.3962535,950,0.50,0.95,42
Campbell CountySD,Campbell County,SD,45.84151,-100.0676709,950,0.50,0.95,42
Campbell CountyTN,Campbell County,TN,36.3817326,-84.1857115,950,0.50,0.95,42
Campbell CountyVA,Campbell County,VA,37.221014,-79.1096901,950,0.50,0.95,42
Campbell CountyWY,Campbell County,WY,44.3956107,-105.4489183,950,0.50,0.95,42
Camuy MunicipioPR,Camuy Municipio,PR,18.484294,-66.8479448,950,0.50,0.95,42
Canadian CountyOK,Canadian County,OK,35.5593784,-98.0465185,950,0.50,0.95,42
Candler CountyGA,Candler County,GA,32.4241804,-82.0842901,950,0.50,0.95,42
Cannon CountyTN,Cannon County,TN,35.8070317,-86.0529604,950,0.50,0.95,42
Canóvanas MunicipioPR,Canóvanas Municipio,PR,18.3790194,-65.9019379,950,0.50,0.95,42
Canyon CountyID,Canyon County,ID,43.6779581,-116.6865435,950,0.50,0.95,42
Cape Girardeau CountyMO,Cape Girardeau County,MO,37.3821319,-89.6251646,950,0.50,0.95,42
Cape May CountyNJ,Cape May County,NJ,39.105884,-74.8273184,950,0.50,0.95,42
Carbon CountyMT,Carbon County,MT,45.2820195,-109.100255,950,0.50,0.95,42
Carbon CountyPA,Carbon County,PA,40.901975,-75.667356,950,0.50,0.95,42
Carbon CountyUT,Carbon County,UT,39.6479807,-110.6168921,950,0.50,0.95,42
Carbon CountyWY,Carbon County,WY,41.6032207,-106.912251,950,0.50,0.95,42
Caribou CountyID,Caribou County,ID,42.7538684,-111.6660725,950,0.50,0.95,42
Carlisle CountyKY,Carlisle County,KY,36.8206685,-88.9796776,950,0.50,0.95,42
Carlton CountyMN,Carlton County,MN,46.5619247,-92.6847226,950,0.50,0.95,42
Carolina MunicipioPR,Carolina Municipio,PR,18.3736316,-65.9630925,950,0.50,0.95,42
CarolinaPR,Carolina,PR,18.3736316,-65.9630925,950,0.50,0.95,42
Caroline CountyMD,Caroline County,MD,38.9105018,-75.8533954,950,0.50,0.95,42
Caroline CountyVA,Caroline County,VA,38.0445557,-77.2864879,950,0.50,0.95,42
Carroll CountyAR,Carroll County,AR,36.2987495,-93.5003454,950,0.50,0.95,42
Carroll CountyGA,Carroll County,GA,33.5642239,-85.0649071,950,0.50,0.95,42
Carroll CountyIA,Carroll County,IA,42.0566912,-94.8105955,950,0.50,0.95,42
Carroll CountyIL,Carroll County,IL,42.0385843,-89.9626799,950,0.50,0.95,42
Carroll CountyIN,Carroll County,IN,40.542415,-86.5400674,950,0.50,0.95,42
Carroll CountyKY,Carroll County,KY,38.6748355,-85.0649071,950,0.50,0.95,42
Carroll CountyMD,Carroll County,MD,39.5423418,-77.0564464,950,0.50,0.95,42
Carroll CountyMO,Carroll County,MO,39.5166572,-93.5003454,950,0.50,0.95,42
Carroll CountyMS,Carroll County,MS,33.5279848,-89.9253233,950,0.50,0.95,42
Carroll CountyNH,Carroll County,NH,43.8128209,-71.2506067,950,0.50,0.95,42
Carroll CountyOH,Carroll County,OH,40.5328331,-81.0754657,950,0.50,0.95,42
Carroll CountyTN,Carroll County,TN,35.9917193,-88.4016041,950,0.50,0.95,42
Carroll CountyVA,Carroll County,VA,36.6778699,-80.7214417,950,0.50,0.95,42
Carson CityNV,Carson City,NV,39.1637984,-119.7674034,950,0.50,0.95,42
Carson CountyTX,Carson County,TX,35.4578717,-101.4339148,950,0.50,0.95,42
Carter CountyKY,Carter County,KY,38.3204714,-83.0361376,950,0.50,0.95,42
Carter CountyMO,Carter County,MO,36.9073725,-90.9438468,950,0.50,0.95,42
Carter CountyMT,Carter County,MT,45.4522431,-104.3707837,950,0.50,0.95,42
Carter CountyOK,Carter County,OK,34.1996254,-97.3516558,950,0.50,0.95,42
Carter CountyTN,Carter County,TN,36.2638604,-82.12784,950,0.50,0.95,42
Carteret CountyNC,Carteret County,NC,34.9019263,-76.5488232,950,0.50,0.95,42
Carver CountyMN,Carver County,MN,44.825431,-93.7841503,950,0.50,0.95,42
Cascade CountyMT,Cascade County,MT,47.4688355,-111.5453228,950,0.50,0.95,42
Casey CountyKY,Casey County,KY,37.3157449,-84.8984775,950,0.50,0.95,42
Cass CountyIA,Cass County,IA,41.2538068,-94.976654,950,0.50,0.95,42
Cass CountyIL,Cass County,IL,39.9398601,-90.2620042,950,0.50,0.95,42
Cass CountyIN,Cass County,IN,40.8199089,-86.3376761,950,0.50,0.95,42
Cass CountyMI,Cass County,MI,41.9299158,-86.0121573,950,0.50,0.95,42
Cass CountyMN,Cass County,MN,47.2144536,-94.2309171,950,0.50,0.95,42
Cass CountyMO,Cass County,MO,38.6574448,-94.315422,950,0.50,0.95,42
Cass CountyND,Cass County,ND,47.071168,-97.1215579,950,0.50,0.95,42
Cass CountyNE,Cass County,NE,40.8755529,-96.1526985,950,0.50,0.95,42
Cass CountyTX,Cass County,TX,33.0944342,-94.315422,950,0.50,0.95,42
Cassia CountyID,Cassia County,ID,42.358036,-113.5728501,950,0.50,0.95,42
Castro CountyTX,Castro County,TX,34.4985047,-102.3463875,950,0.50,0.95,42
Caswell CountyNC,Caswell County,NC,36.3860217,-79.2902133,950,0.50,0.95,42
Catahoula ParishLA,Catahoula Parish,LA,31.7053083,-91.9099238,950,0.50,0.95,42
Cataño MunicipioPR,Cataño Municipio,PR,18.4370085,-66.1474752,950,0.50,0.95,42
Catawba CountyNC,Catawba County,NC,35.6840748,-81.2518833,950,0.50,0.95,42
Catoosa CountyGA,Catoosa County,GA,34.8981727,-85.1479364,950,0.50,0.95,42
Catron CountyNM,Catron County,NM,34.1515173,-108.4276047,950,0.50,0.95,42
Cattaraugus CountyNY,Cattaraugus County,NY,42.2318132,-78.7476208,950,0.50,0.95,42
Cavalier CountyND,Cavalier County,ND,48.8103752,-98.4781106,950,0.50,0.95,42
Cayey MunicipioPR,Cayey Municipio,PR,18.1130296,-66.1636804,950,0.50,0.95,42
Cayuga CountyNY,Cayuga County,NY,42.7655231,-76.5488232,950,0.50,0.95,42
Cecil CountyMD,Cecil County,MD,39.5739403,-75.946324,950,0.50,0.95,42
Cedar CountyIA,Cedar County,IA,41.8346154,-91.135302,950,0.50,0.95,42
Cedar CountyMO,Cedar County,MO,37.7031209,-93.8655303,950,0.50,0.95,42
Cedar CountyNE,Cedar County,NE,42.5610324,-97.179026,950,0.50,0.95,42
Ceiba MunicipioPR,Ceiba Municipio,PR,18.2636118,-65.647571,950,0.50,0.95,42
Centre CountyPA,Centre County,PA,40.8765649,-77.8367282,950,0.50,0.95,42
Cerro Gordo CountyIA,Cerro Gordo County,IA,43.0486018,-93.3388917,950,0.50,0.95,42
Chaffee CountyCO,Chaffee County,CO,38.7536679,-106.2522143,950,0.50,0.95,42
Chambers CountyAL,Chambers County,AL,32.9028048,-85.354965,950,0.50,0.95,42
Chambers CountyTX,Chambers County,TX,29.7524956,-94.6863782,950,0.50,0.95,42
Champaign CountyIL,Champaign County,IL,40.2138865,-88.2461183,950,0.50,0.95,42
Champaign CountyOH,Champaign County,OH,40.1025817,-83.804868,950,0.50,0.95,42
Chariton CountyMO,Chariton County,MO,39.5301517,-93.0175712,950,0.50,0.95,42
Charles City CountyVA,Charles City County,VA,37.4018216,-77.1485163,950,0.50,0.95,42
Charles CountyMD,Charles County,MD,38.5221781,-77.1024902,950,0.50,0.95,42
Charles Mix CountySD,Charles Mix County,SD,43.0985109,-98.3964938,950,0.50,0.95,42
Charleston CountySC,Charleston County,SC,32.7833097,-79.9319644,950,0.50,0.95,42
Charlevoix CountyMI,Charlevoix County,MI,45.4342853,-85.4374778,950,0.50,0.95,42
Charlotte CountyFL,Charlotte County,FL,26.8946009,-81.909826,950,0.50,0.95,42
Charlotte CountyVA,Charlotte County,VA,37.0467412,-78.6114999,950,0.50,0.95,42
Charlottesville cityVA,Charlottesville city,VA,38.0301826,-78.4769353,950,0.50,0.95,42
Charlton CountyGA,Charlton County,GA,30.7917361,-82.0842901,950,0.50,0.95,42
Chase CountyKS,Chase County,KS,38.3007661,-96.5783387,950,0.50,0.95,42
Chase CountyNE,Chase County,NE,40.4531318,-101.6157773,950,0.50,0.95,42
Chatham CountyGA,Chatham County,GA,31.9994194,-81.1196075,950,0.50,0.95,42
Chatham CountyNC,Chatham County,NC,35.6978371,-79.2902133,950,0.50,0.95,42
Chattahoochee CountyGA,Chattahoochee County,GA,32.2952274,-84.8150781,950,0.50,0.95,42
Chattooga CountyGA,Chattooga County,GA,34.4632661,-85.3136218,950,0.50,0.95,42
Chautauqua CountyKS,Chautauqua County,KS,37.1738044,-96.2800864,950,0.50,0.95,42
Chautauqua CountyNY,Chautauqua County,NY,42.2312829,-79.560344,950,0.50,0.95,42
Chaves CountyNM,Chaves County,NM,33.4757392,-104.4723301,950,0.50,0.95,42
Cheatham CountyTN,Cheatham County,TN,36.184749,-87.1023746,950,0.50,0.95,42
Cheboygan CountyMI,Cheboygan County,MI,45.5472257,-84.5636283,950,0.50,0.95,42
Chelan CountyWA,Chelan County,WA,47.9445331,-120.6749068,950,0.50,0.95,42
Chemung CountyNY,Chemung County,NY,42.1362071,-76.7798172,950,0.50,0.95,42
Chenango CountyNY,Chenango County,NY,42.4972314,-75.6208088,950,0.50,0.95,42
Cherokee CountyAL,Cherokee County,AL,34.1665322,-85.684578,950,0.50,0.95,42
Cherokee CountyGA,Cherokee County,GA,34.2514526,-84.4802606,950,0.50,0.95,42
Cherokee CountyIA,Cherokee County,IA,42.8027756,-95.6457951,950,0.50,0.95,42
Cherokee CountyKS,Cherokee County,KS,37.1142482,-94.8105955,950,0.50,0.95,42
Cherokee CountyNC,Cherokee County,NC,35.1134803,-84.059029,950,0.50,0.95,42
Cherokee CountyOK,Cherokee County,OK,35.8994729,-94.976654,950,0.50,0.95,42
Cherokee CountySC,Cherokee County,SC,35.0120404,-81.6035062,950,0.50,0.95,42
Cherokee CountyTX,Cherokee County,TX,31.7981828,-95.1432068,950,0.50,0.95,42
Cherry CountyNE,Cherry County,NE,42.474114,-101.1617356,950,0.50,0.95,42
Chesapeake cityVA,Chesapeake city,VA,36.7682088,-76.2874927,950,0.50,0.95,42
Cheshire CountyNH,Cheshire County,NH,42.9259375,-72.236379,950,0.50,0.95,42
Chester CountyPA,Chester County,PA,40.0010204,-75.8069082,950,0.50,0.95,42
Chester CountySC,Chester County,SC,34.6707995,-81.1196075,950,0.50,0.95,42
Chester CountyTN,Chester County,TN,35.4270939,-88.6723578,950,0.50,0.95,42
Chesterfield CountySC,Chesterfield County,SC,34.6830936,-80.1428584,950,0.50,0.95,42
Chesterfield CountyVA,Chesterfield County,VA,37.3673217,-77.6077865,950,0.50,0.95,42
Cheyenne CountyCO,Cheyenne County,CO,38.8002562,-102.6216211,950,0.50,0.95,42
Cheyenne CountyKS,Cheyenne County,KS,39.7877848,-101.7979613,950,0.50,0.95,42
Cheyenne CountyNE,Cheyenne County,NE,41.2509264,-103.0817903,950,0.50,0.95,42
Chickasaw CountyIA,Chickasaw County,IA,43.0724667,-92.3813621,950,0.50,0.95,42
Chickasaw CountyMS,Chickasaw County,MS,33.8818791,-89.0179332,950,0.50,0.95,42
Chicot CountyAR,Chicot County,AR,33.3419551,-91.2891036,950,0.50,0.95,42
Childress CountyTX,Childress County,TX,34.5257527,-100.1703257,950,0.50,0.95,42
Chilton CountyAL,Chilton County,AL,32.944392,-86.6611083,950,0.50,0.95,42
Chippewa CountyMI,Chippewa County,MI,46.3117082,-84.5932094,950,0.50,0.95,42
Chippewa CountyMN,Chippewa County,MN,45.0520041,-95.555641,950,0.50,0.95,42
Chippewa CountyWI,Chippewa County,WI,45.0673752,-91.2924666,950,0.50,0.95,42
Chisago CountyMN,Chisago County,MN,45.524828,-92.9550305,950,0.50,0.95,42
Chittenden CountyVT,Chittenden County,VT,44.3959289,-72.9962431,950,0.50,0.95,42
Choctaw CountyAL,Choctaw County,AL,32.0716631,-88.2461183,950,0.50,0.95,42
Choctaw CountyMS,Choctaw County,MS,33.3914427,-89.2847251,950,0.50,0.95,42
Choctaw CountyOK,Choctaw County,OK,33.9851472,-95.5197394,950,0.50,0.95,42
Chouteau CountyMT,Chouteau County,MT,48.0033098,-110.4737958,950,0.50,0.95,42
Chowan CountyNC,Chowan County,NC,36.1354131,-76.6181655,950,0.50,0.95,42
Christian CountyIL,Christian County,IL,39.5672183,-89.3226954,950,0.50,0.95,42
Christian CountyKY,Christian County,KY,36.8410586,-87.460397,950,0.50,0.95,42
Christian CountyMO,Christian County,MO,36.997644,-93.1779659,950,0.50,0.95,42
Chugach Census AreaAK,Chugach Census Area,AK,60.6747834,-147.2302374,950,0.50,0.95,42
Churchill CountyNV,Churchill County,NV,39.6626678,-118.4863963,950,0.50,0.95,42
Ciales MunicipioPR,Ciales Municipio,PR,18.336273,-66.4685788,950,0.50,0.95,42
Cibola CountyNM,Cibola County,NM,35.0947557,-107.8583868,950,0.50,0.95,42
Cidra MunicipioPR,Cidra Municipio,PR,18.1763188,-66.1599633,950,0.50,0.95,42
Cimarron CountyOK,Cimarron County,OK,36.7936335,-102.6216211,950,0.50,0.95,42
Citrus CountyFL,Citrus County,FL,28.8848842,-82.5185837,950,0.50,0.95,42
City and Borough of JuneauAK,City and Borough of Juneau,AK,58.3004933,-134.4201306,950,0.50,0.95,42
Clackamas CountyOR,Clackamas County,OR,45.2023855,-122.1188945,950,0.50,0.95,42
Claiborne CountyMS,Claiborne County,MS,31.9438205,-90.9438468,950,0.50,0.95,42
Claiborne CountyTN,Claiborne County,TN,36.4830423,-83.634843,950,0.50,0.95,42
Claiborne ParishLA,Claiborne Parish,LA,32.7722557,-93.0175712,950,0.50,0.95,42
Clallam CountyWA,Clallam County,WA,48.1134118,-123.7985997,950,0.50,0.95,42
Clare CountyMI,Clare County,MI,44.0565054,-84.8567932,950,0.50,0.95,42
Clarendon CountySC,Clarendon County,SC,33.6734243,-80.1875065,950,0.50,0.95,42
Clarion CountyPA,Clarion County,PA,41.1982095,-79.4703885,950,0.50,0.95,42
Clark CountyAR,Clark County,AR,34.0232374,-93.1779659,950,0.50,0.95,42
Clark CountyID,Clark County,ID,44.1975553,-112.3755496,950,0.50,0.95,42
Clark CountyIL,Clark County,IL,39.3824189,-87.7763333,950,0.50,0.95,42
Clark CountyIN,Clark County,IN,38.4492903,-85.7256372,950,0.50,0.95,42
Clark CountyKS,Clark County,KS,37.3158895,-99.8124935,950,0.50,0.95,42
Clark CountyKY,Clark County,KY,37.959945,-84.1435136,950,0.50,0.95,42
Clark CountyMO,Clark County,MO,40.3772378,-91.7538817,950,0.50,0.95,42
Clark CountyNV,Clark County,NV,36.0795613,-115.094045,950,0.50,0.95,42
Clark CountyOH,Clark County,OH,39.8912092,-83.6773928,950,0.50,0.95,42
Clark CountySD,Clark County,SD,44.8139587,-97.7180753,950,0.50,0.95,42
Clark CountyWA,Clark County,WA,45.7466471,-122.5194378,950,0.50,0.95,42
Clark CountyWI,Clark County,WI,44.8480735,-90.7532809,950,0.50,0.95,42
Clarke CountyAL,Clarke County,AL,31.7002461,-87.7763333,950,0.50,0.95,42
Clarke CountyGA,Clarke County,GA,33.9519347,-83.357567,950,0.50,0.95,42
Clarke CountyIA,Clarke County,IA,41.0177836,-93.7841503,950,0.50,0.95,42
Clarke CountyMS,Clarke County,MS,32.077218,-88.7108964,950,0.50,0.95,42
Clarke CountyVA,Clarke County,VA,39.1516583,-77.973865,950,0.50,0.95,42
Clatsop CountyOR,Clatsop County,OR,46.0210796,-123.7653042,950,0.50,0.95,42
Clay CountyAL,Clay County,AL,33.279527,-85.8486236,950,0.50,0.95,42
Clay CountyAR,Clay County,AR,36.3492244,-90.3748354,950,0.50,0.95,42
Clay CountyFL,Clay County,FL,29.9943564,-81.7787021,950,0.50,0.95,42
Clay CountyGA,Clay County,GA,31.6447931,-85.0025539,950,0.50,0.95,42
Clay CountyIA,Clay County,IA,43.1368038,-95.1432068,950,0.50,0.95,42
Clay CountyIL,Clay County,IL,38.7279431,-88.556531,950,0.50,0.95,42
Clay CountyIN,Clay County,IN,39.368622,-87.1422895,950,0.50,0.95,42
Clay CountyKS,Clay County,KS,39.34792,-97.179026,950,0.50,0.95,42
Clay CountyKY,Clay County,KY,37.1738044,-83.7199136,950,0.50,0.95,42
Clay CountyMN,Clay County,MN,46.878186,-96.4257589,950,0.50,0.95,42
Clay CountyMO,Clay County,MO,39.3176186,-94.479976,950,0.50,0.95,42
Clay CountyMS,Clay County,MS,33.6567838,-88.8263006,950,0.50,0.95,42
Clay CountyNC,Clay County,NC,35.0964003,-83.7199136,950,0.50,0.95,42
Clay CountyNE,Clay County,NE,40.5975479,-98.0465185,950,0.50,0.95,42
Clay CountySD,Clay County,SD,42.8829344,-97.0068393,950,0.50,0.95,42
Clay CountyTN,Clay County,TN,36.5701766,-85.56121,950,0.50,0.95,42
Clay CountyTX,Clay County,TX,33.7900416,-98.2212979,950,0.50,0.95,42
Clay CountyWV,Clay County,WV,38.4417717,-81.1196075,950,0.50,0.95,42
Clayton CountyGA,Clayton County,GA,33.5571944,-84.375233,950,0.50,0.95,42
Clayton CountyIA,Clayton County,IA,42.7785285,-91.2891036,950,0.50,0.95,42
Clear Creek CountyCO,Clear Creek County,CO,39.6904464,-105.6412527,950,0.50,0.95,42
Clearfield CountyPA,Clearfield County,PA,40.9519685,-78.5660852,950,0.50,0.95,42
Clearwater CountyID,Clearwater County,ID,46.6775737,-115.5620377,950,0.50,0.95,42
Clearwater CountyMN,Clearwater County,MN,47.7200787,-95.310566,950,0.50,0.95,42
Cleburne CountyAL,Cleburne County,AL,33.6261707,-85.520024,950,0.50,0.95,42
Cleburne CountyAR,Cleburne County,AR,35.4605769,-92.0665197,950,0.50,0.95,42
Cleburne CountyGA,Cleburne County,GA,33.6261707,-85.520024,950,0.50,0.95,42
Clermont CountyOH,Clermont County,OH,39.0928449,-84.1857115,950,0.50,0.95,42
Cleveland CountyAR,Cleveland County,AR,33.8658007,-92.2236667,950,0.50,0.95,42
Cleveland CountyNC,Cleveland County,NC,35.361354,-81.6035062,950,0.50,0.95,42
Cleveland CountyOK,Cleveland County,OK,35.254964,-97.3516558,950,0.50,0.95,42
Clinch CountyGA,Clinch County,GA,30.9716985,-82.820974,950,0.50,0.95,42
Clinton CountyIA,Clinton County,IA,41.878563,-90.563609,950,0.50,0.95,42
Clinton CountyIL,Clinton County,IL,38.5684442,-89.6251646,950,0.50,0.95,42
Clinton CountyIN,Clinton County,IN,40.3376924,-86.4996546,950,0.50,0.95,42
Clinton CountyKY,Clinton County,KY,36.7263899,-85.1479364,950,0.50,0.95,42
